Total_Costs,Fixed_Costs_Generation,Fixed_Costs_Storage,Fixed_Costs_Transmission,Variable_Costs,NSE_Costs
14194.339930629823,4756.0837086250285,0.0,82.41337715556898,9325.39304096215,30.44980388709232
